,ID,Nombre,Max_Viewers,Enlace
570,3137,Duke Nukem 3D,143000.0,https://twitchtracker.com/games/3137
571,491327,The Legend of Zelda: Twilight Princess HD,143000.0,https://twitchtracker.com/games/491327
572,8489,Chrono Trigger,143000.0,https://twitchtracker.com/games/8489
573,1420,Half-Life 2,143000.0,https://twitchtracker.com/games/1420
574,11370,Ghouls 'n Ghosts,143000.0,https://twitchtracker.com/games/11370
575,18881,Command & Conquer: Red Alert 3,143000.0,https://twitchtracker.com/games/18881
576,11988,FINAL FANTASY VII,143000.0,https://twitchtracker.com/games/11988
577,500188,Hunt: Showdown 1896,143000.0,https://twitchtracker.com/games/500188
578,9191,Batman Forever,142000.0,https://twitchtracker.com/games/9191
579,9891,Silent Hill 2,142000.0,https://twitchtracker.com/games/9891
580,4089,Kirby's Dream Land 2,142000.0,https://twitchtracker.com/games/4089
581,506442,DOOM Eternal,142000.0,https://twitchtracker.com/games/506442
582,188824012,Internet Cafe Simulator 2,142000.0,https://twitchtracker.com/games/188824012
583,497431,Skull and Bones,142000.0,https://twitchtracker.com/games/497431
584,4597,ADVENTURES OF LOLO,142000.0,https://twitchtracker.com/games/4597
585,1365,Tony Hawk's Underground 2,142000.0,https://twitchtracker.com/games/1365
586,461492,Keep Talking and Nobody Explodes,142000.0,https://twitchtracker.com/games/461492
587,271198,NCAA Football 14,142000.0,https://twitchtracker.com/games/271198
588,66254,Hotline Miami,142000.0,https://twitchtracker.com/games/66254
589,67877,1001 Spikes,142000.0,https://twitchtracker.com/games/67877
590,14951,Dragon Quest,142000.0,https://twitchtracker.com/games/14951
591,18692,Streets of Rage,141000.0,https://twitchtracker.com/games/18692
592,505374,Blazing Chrome,141000.0,https://twitchtracker.com/games/505374
593,488487,I am Bread,141000.0,https://twitchtracker.com/games/488487
594,517497,Tony Hawk's Pro Skater 1+2,141000.0,https://twitchtracker.com/games/517497
595,6081,James Bond 007: Nightfire,141000.0,https://twitchtracker.com/games/6081
596,488632,Enter the Gungeon,141000.0,https://twitchtracker.com/games/488632
597,504463,Tom Clancy's The Division 2,141000.0,https://twitchtracker.com/games/504463
598,460639,The Talos Principle,141000.0,https://twitchtracker.com/games/460639
599,1833694612,Vampire Survivors,140000.0,https://twitchtracker.com/games/1833694612
600,492118,Job Simulator: The 2050 Archives,140000.0,https://twitchtracker.com/games/492118
601,871,Castlevania: BLOODLINES,140000.0,https://twitchtracker.com/games/871
602,19151,Mega Man 9,140000.0,https://twitchtracker.com/games/19151
603,508509,Codenames,140000.0,https://twitchtracker.com/games/508509
604,1450386257,Wo Long: Fallen Dynasty,140000.0,https://twitchtracker.com/games/1450386257
605,18916,Left 4 Dead,140000.0,https://twitchtracker.com/games/18916
606,8711,Mega Man Zero 3,139000.0,https://twitchtracker.com/games/8711
607,518059,Star Wars: Squadrons,139000.0,https://twitchtracker.com/games/518059
608,14766,Super Mario Galaxy,139000.0,https://twitchtracker.com/games/14766
609,15919,Metroid: Zero Mission,139000.0,https://twitchtracker.com/games/15919
610,584,DOOM II: Hell on Earth,139000.0,https://twitchtracker.com/games/584
611,459527,Gang Beasts,139000.0,https://twitchtracker.com/games/459527
612,34072,Axiom Verge,139000.0,https://twitchtracker.com/games/34072
613,706,Superman: The New Superman Adventures,139000.0,https://twitchtracker.com/games/706
614,18846,Garry's Mod,139000.0,https://twitchtracker.com/games/18846
615,15533,Trauma Center: New Blood,139000.0,https://twitchtracker.com/games/15533
616,313444,Crypt of the NecroDancer,139000.0,https://twitchtracker.com/games/313444
617,17043,Sonic the Hedgehog: Spinball,139000.0,https://twitchtracker.com/games/17043
618,370539,Puyo Puyo Tetris,138000.0,https://twitchtracker.com/games/370539
619,516915,Mortal Shell,138000.0,https://twitchtracker.com/games/516915
620,12924,Warcraft III,138000.0,https://twitchtracker.com/games/12924
621,26529,Mega Man 10,138000.0,https://twitchtracker.com/games/26529
622,506458,Overcooked! 2,138000.0,https://twitchtracker.com/games/506458
623,32178,Octodad: Dadliest Catch,138000.0,https://twitchtracker.com/games/32178
624,18231,Paper Mario,138000.0,https://twitchtracker.com/games/18231
625,120037464,Project F,138000.0,https://twitchtracker.com/games/120037464
626,16570,Fatal Frame,138000.0,https://twitchtracker.com/games/16570
627,766548668,V Rising,138000.0,https://twitchtracker.com/games/766548668
628,519559,Riders Republic,137000.0,https://twitchtracker.com/games/519559
629,458096,Hyper Light Drifter,137000.0,https://twitchtracker.com/games/458096
630,18526,The Elder Scrolls IV: Oblivion,137000.0,https://twitchtracker.com/games/18526
631,1089438810,Among Us,137000.0,https://twitchtracker.com/games/1089438810
632,70506389,Quiplash 2 InterLASHional,137000.0,https://twitchtracker.com/games/70506389
633,10468,Teenage Mutant Ninja Turtles: The HyperStone Heist,137000.0,https://twitchtracker.com/games/10468
634,461206,Timespinner,137000.0,https://twitchtracker.com/games/461206
635,11989,StarCraft,137000.0,https://twitchtracker.com/games/11989
636,513906,Chicory: A Colorful Tale,137000.0,https://twitchtracker.com/games/513906
637,497438,Dishonored: Death of the Outsider,136000.0,https://twitchtracker.com/games/497438
638,344617328,Food Truck Simulator,136000.0,https://twitchtracker.com/games/344617328
639,4327,Metroid Prime 3: Corruption,136000.0,https://twitchtracker.com/games/4327
640,5045,Descent II,136000.0,https://twitchtracker.com/games/5045
641,369380,Dying Light,136000.0,https://twitchtracker.com/games/369380
642,518016,Ratchet & Clank: Rift Apart,136000.0,https://twitchtracker.com/games/518016
643,495002,Are You Smarter Than a 5th Grader,135000.0,https://twitchtracker.com/games/495002
644,489591,Yooka-Laylee,135000.0,https://twitchtracker.com/games/489591
645,459104,Night in the Woods,135000.0,https://twitchtracker.com/games/459104
646,513452,Manifold Garden,135000.0,https://twitchtracker.com/games/513452
647,2044170173,Nintendo Switch Sports,135000.0,https://twitchtracker.com/games/2044170173
648,5360,Resident Evil,135000.0,https://twitchtracker.com/games/5360
649,10384,God of War II,135000.0,https://twitchtracker.com/games/10384
650,512981,Blair Witch,135000.0,https://twitchtracker.com/games/512981
651,1893867416,Blackjack,135000.0,https://twitchtracker.com/games/1893867416
652,369385,N++,134000.0,https://twitchtracker.com/games/369385
653,491398,Clustertruck,134000.0,https://twitchtracker.com/games/491398
654,10902,Katamari Damacy,134000.0,https://twitchtracker.com/games/10902
655,65642,Slender: The Eight Pages,134000.0,https://twitchtracker.com/games/65642
656,129117,Nuclear Throne,134000.0,https://twitchtracker.com/games/129117
657,500633,World War Z,133000.0,https://twitchtracker.com/games/500633
658,509660,Art,133000.0,https://twitchtracker.com/games/509660
659,8793,Metal Gear Solid: The Twin Snakes,133000.0,https://twitchtracker.com/games/8793
660,9522,Silent Hill 3,133000.0,https://twitchtracker.com/games/9522
661,497456,Days Gone,133000.0,https://twitchtracker.com/games/497456
662,7200,The Legend of Zelda: Four Swords Adventures,133000.0,https://twitchtracker.com/games/7200
663,497334,Pokémon Ultra Sun/Ultra Moon,132000.0,https://twitchtracker.com/games/497334
664,497372,The Mummy: Demastered,132000.0,https://twitchtracker.com/games/497372
665,1055,Fire Emblem: The Sacred Stones,132000.0,https://twitchtracker.com/games/1055
666,22722,Half-Minute Hero,132000.0,https://twitchtracker.com/games/22722
667,27546,World of Tanks,132000.0,https://twitchtracker.com/games/27546
668,13411,Turok: Dinosaur Hunter,132000.0,https://twitchtracker.com/games/13411
669,68074,Slender: The Arrival,131000.0,https://twitchtracker.com/games/68074
670,495202,Fire Emblem: Three Houses,131000.0,https://twitchtracker.com/games/495202
671,18241,Disney's Aladdin,131000.0,https://twitchtracker.com/games/18241
672,31585,Tetris: The Grand Master 3 - Terror‑Instinct,131000.0,https://twitchtracker.com/games/31585
673,488379,NightCry,131000.0,https://twitchtracker.com/games/488379
674,3685,Dino Crisis 2,131000.0,https://twitchtracker.com/games/3685
675,514858,League of Legends: Wild Rift,131000.0,https://twitchtracker.com/games/514858
676,6521,Grand Theft Auto: San Andreas,131000.0,https://twitchtracker.com/games/6521
677,12110,Castlevania: Circle of the Moon,131000.0,https://twitchtracker.com/games/12110
678,27209,Lara Croft and the Guardian of Light,130000.0,https://twitchtracker.com/games/27209
679,21465,osu!,130000.0,https://twitchtracker.com/games/21465
680,499001,Duck Season,130000.0,https://twitchtracker.com/games/499001
681,18443,Disney's Darkwing Duck,130000.0,https://twitchtracker.com/games/18443
682,7436,The Adventures of Rocky and Bullwinkle and Friends,130000.0,https://twitchtracker.com/games/7436
683,518144,The Outlast Trials,130000.0,https://twitchtracker.com/games/518144
684,1275666892,Monster Hunter Rise,130000.0,https://twitchtracker.com/games/1275666892
685,50925173,Talk To Me,130000.0,https://twitchtracker.com/games/50925173
686,85,Arabian Nights,130000.0,https://twitchtracker.com/games/85
687,15510,Mass Effect,130000.0,https://twitchtracker.com/games/15510
688,492487,Furi,129000.0,https://twitchtracker.com/games/492487
689,10684,Shadow Dancer,129000.0,https://twitchtracker.com/games/10684
690,8722,Castle of Illusion Starring Mickey Mouse,129000.0,https://twitchtracker.com/games/8722
691,1336067913,Ultimate Marvel vs. Capcom 3,129000.0,https://twitchtracker.com/games/1336067913
692,80603,Shantae and the Pirate's Curse,129000.0,https://twitchtracker.com/games/80603
693,19536,Kingdom Hearts Birth by Sleep,129000.0,https://twitchtracker.com/games/19536
694,15446,Dragon Quest III: The Seeds of Salvation,129000.0,https://twitchtracker.com/games/15446
695,499507,Welcome to the Game II,129000.0,https://twitchtracker.com/games/499507
696,735904419,ARK: Survival Ascended,129000.0,https://twitchtracker.com/games/735904419
697,9815,Family Feud,129000.0,https://twitchtracker.com/games/9815
698,5804,Silent Hill 4: The Room,128000.0,https://twitchtracker.com/games/5804
699,494162,NieR: Automata,128000.0,https://twitchtracker.com/games/494162
700,1497,Mega Man X6,128000.0,https://twitchtracker.com/games/1497
701,369585,Kingdom Hearts III,128000.0,https://twitchtracker.com/games/369585
702,4240,Sonic the Hedgehog 3,128000.0,https://twitchtracker.com/games/4240
703,499003,VRChat,128000.0,https://twitchtracker.com/games/499003
704,6650,ActRaiser,128000.0,https://twitchtracker.com/games/6650
705,19745,Pokémon Platinum Version,128000.0,https://twitchtracker.com/games/19745
706,458443,Alien: Isolation,128000.0,https://twitchtracker.com/games/458443
707,369567,Halo 5: Guardians,128000.0,https://twitchtracker.com/games/369567
708,30478,Yume Koujou: Doki-doki Panic,128000.0,https://twitchtracker.com/games/30478
709,3733,Pocky & Rocky,127000.0,https://twitchtracker.com/games/3733
710,34158,New Super Mario Bros. 2,127000.0,https://twitchtracker.com/games/34158
711,252,Golden Sun,127000.0,https://twitchtracker.com/games/252
712,313566,SUPERHOT,127000.0,https://twitchtracker.com/games/313566
713,255298418,FINAL FANTASY VII REBIRTH,127000.0,https://twitchtracker.com/games/255298418
714,4140,Thief: The Dark Project,127000.0,https://twitchtracker.com/games/4140
715,10119,Hitman: Blood Money,127000.0,https://twitchtracker.com/games/10119
716,1318043161,Tiny Tina's Wonderlands,127000.0,https://twitchtracker.com/games/1318043161
717,505619,Lethal League Blaze,126000.0,https://twitchtracker.com/games/505619
718,18889,FINAL FANTASY XIII,126000.0,https://twitchtracker.com/games/18889
719,18791,Ōkami,126000.0,https://twitchtracker.com/games/18791
720,32959,Heroes of the Storm,126000.0,https://twitchtracker.com/games/32959
721,10708,Ape Escape 2,126000.0,https://twitchtracker.com/games/10708
722,914,Tony Hawk's Pro Skater 2,126000.0,https://twitchtracker.com/games/914
723,1757732267,Forza Horizon 5,126000.0,https://twitchtracker.com/games/1757732267
724,493244,Deceit,126000.0,https://twitchtracker.com/games/493244
725,21101,Batman: Arkham Asylum,126000.0,https://twitchtracker.com/games/21101
726,31339,Project Zomboid,126000.0,https://twitchtracker.com/games/31339
727,7240,Mega Man Legends,126000.0,https://twitchtracker.com/games/7240
728,2897,The Simpsons: Hit & Run,125000.0,https://twitchtracker.com/games/2897
729,10710,Counter-Strike 1.6,125000.0,https://twitchtracker.com/games/10710
730,1448964995,Arknights: Endfield,125000.0,https://twitchtracker.com/games/1448964995
731,510590,Hades,125000.0,https://twitchtracker.com/games/510590
732,5126,Resident Evil 3: Nemesis,125000.0,https://twitchtracker.com/games/5126
733,494198,Blaster Master Zero,125000.0,https://twitchtracker.com/games/494198
734,16401,Kirby: Canvas Curse,125000.0,https://twitchtracker.com/games/16401
735,19253,Kirby Super Star Ultra,125000.0,https://twitchtracker.com/games/19253
736,666,Metal Gear 2: Solid Snake,125000.0,https://twitchtracker.com/games/666
737,488190,Poker,125000.0,https://twitchtracker.com/games/488190
738,59,Pac-Man World,125000.0,https://twitchtracker.com/games/59
739,8905,Batman Returns,124000.0,https://twitchtracker.com/games/8905
740,7873,Gauntlet,124000.0,https://twitchtracker.com/games/7873
741,26409,Mushihime-sama Futari,124000.0,https://twitchtracker.com/games/26409
742,506468,Nioh 2,124000.0,https://twitchtracker.com/games/506468
743,506098,StopotS,124000.0,https://twitchtracker.com/games/506098
744,18934,Braid,124000.0,https://twitchtracker.com/games/18934
745,7541,Earthworm Jim 2,124000.0,https://twitchtracker.com/games/7541
746,12665,Pepsiman,124000.0,https://twitchtracker.com/games/12665
747,2759,Contra III: The Alien Wars,124000.0,https://twitchtracker.com/games/2759
748,8420,The Lion King,124000.0,https://twitchtracker.com/games/8420
749,517174,F1 2020,124000.0,https://twitchtracker.com/games/517174
750,15866,BioShock,124000.0,https://twitchtracker.com/games/15866
751,7457,Mega Man 4,124000.0,https://twitchtracker.com/games/7457
752,1747174592,Rounds,124000.0,https://twitchtracker.com/games/1747174592
753,3947,Silent Hill,124000.0,https://twitchtracker.com/games/3947
754,491437,Call of Duty: Infinite Warfare,123000.0,https://twitchtracker.com/games/491437
755,8731,The Legend of the Mystical Ninja,123000.0,https://twitchtracker.com/games/8731
756,33180,The Last of Us,123000.0,https://twitchtracker.com/games/33180
757,1396,Fire Emblem: The Blazing Blade,123000.0,https://twitchtracker.com/games/1396
758,489253,ShellShock Live,123000.0,https://twitchtracker.com/games/489253
759,380978759,Escape from Tarkov: Arena,123000.0,https://twitchtracker.com/games/380978759
760,1342987707,Propnight,123000.0,https://twitchtracker.com/games/1342987707
761,14738,Shinobi III: Return of the Ninja Master,123000.0,https://twitchtracker.com/games/14738
762,21497,Owlboy,123000.0,https://twitchtracker.com/games/21497
763,492583,SEUM: Speedrunners from Hell,123000.0,https://twitchtracker.com/games/492583
764,493044,The Turing Test,123000.0,https://twitchtracker.com/games/493044
765,721156300,SUPERVIVE,123000.0,https://twitchtracker.com/games/721156300
766,66267,Secrets of Grindea,123000.0,https://twitchtracker.com/games/66267
767,514194,Rogue Company,123000.0,https://twitchtracker.com/games/514194
768,1910103699,THE FINALS,122000.0,https://twitchtracker.com/games/1910103699
769,490030,Nex Machina,122000.0,https://twitchtracker.com/games/490030
770,10251,Kid Chameleon,122000.0,https://twitchtracker.com/games/10251
771,28107,LittleBigPlanet 2,122000.0,https://twitchtracker.com/games/28107
772,1183847148,Pawafuru Puroyakyu 2024-2025,122000.0,https://twitchtracker.com/games/1183847148
773,4540,Ratchet & Clank: Up Your Arsenal,122000.0,https://twitchtracker.com/games/4540
774,488559,Five Nights at Freddy's 2,122000.0,https://twitchtracker.com/games/488559
775,460620,Rise of the Tomb Raider,122000.0,https://twitchtracker.com/games/460620
776,9245,Super Contra,122000.0,https://twitchtracker.com/games/9245
777,5406,The Legend of Zelda: Oracle of Seasons,122000.0,https://twitchtracker.com/games/5406
778,505473,Granny,121000.0,https://twitchtracker.com/games/505473
779,8330,Onimusha: Warlords,121000.0,https://twitchtracker.com/games/8330
780,16541,Castlevania: Harmony of Dissonance,121000.0,https://twitchtracker.com/games/16541
781,13860,Mega Man Zero 4,121000.0,https://twitchtracker.com/games/13860
782,496000,Middle-earth: Shadow of War,121000.0,https://twitchtracker.com/games/496000
783,822,Devil May Cry 3: Dante's Awakening,121000.0,https://twitchtracker.com/games/822
784,654543582,The Dark Pictures Anthology: The Devil in Me,121000.0,https://twitchtracker.com/games/654543582
785,65867,Divinity: Original Sin,121000.0,https://twitchtracker.com/games/65867
786,9311,Bucky O'Hare,121000.0,https://twitchtracker.com/games/9311
787,499047,High Hell,120000.0,https://twitchtracker.com/games/499047
788,463447553,Super Mario Bros. Wonder,120000.0,https://twitchtracker.com/games/463447553
789,492546,Star Wars Battlefront II,120000.0,https://twitchtracker.com/games/492546
790,10413,Disney's Goof Troop,120000.0,https://twitchtracker.com/games/10413
791,13243,Super Mario Land 2: 6 Golden Coins,120000.0,https://twitchtracker.com/games/13243
792,518276,Bloodstained: Curse of the Moon 2,120000.0,https://twitchtracker.com/games/518276
793,9256,Umihara Kawase,120000.0,https://twitchtracker.com/games/9256
794,19881,T.R.A.G.: Tactical Rescue Assault Group - Mission of Mercy,119000.0,https://twitchtracker.com/games/19881
795,513753,THE KING OF FIGHTERS XV,119000.0,https://twitchtracker.com/games/513753
796,2132205352,Deadlock,119000.0,https://twitchtracker.com/games/2132205352
797,3623,Pokémon Red/Blue,119000.0,https://twitchtracker.com/games/3623
798,8557,Pitfall: The Mayan Adventure,119000.0,https://twitchtracker.com/games/8557
799,512940,Yooka-Laylee and the Impossible Lair,119000.0,https://twitchtracker.com/games/512940
800,514984,I Am Fish,119000.0,https://twitchtracker.com/games/514984
801,461389,Life is Strange,119000.0,https://twitchtracker.com/games/461389
802,513949,Little Nightmares II,119000.0,https://twitchtracker.com/games/513949
803,597258098,Dale & Dawson Stationery Supplies,119000.0,https://twitchtracker.com/games/597258098
804,509619,Thronebreaker: The Witcher Tales,119000.0,https://twitchtracker.com/games/509619
805,15088,Tiny Toon Adventures,119000.0,https://twitchtracker.com/games/15088
806,456845141,Zenless Zone Zero,119000.0,https://twitchtracker.com/games/456845141
807,6412,Tom and Jerry,119000.0,https://twitchtracker.com/games/6412
808,29421,Ninja Gaiden 3,119000.0,https://twitchtracker.com/games/29421
809,14573,Kirby's Adventure,118000.0,https://twitchtracker.com/games/14573
810,12760,Ninja Five-O,118000.0,https://twitchtracker.com/games/12760
811,499379,Stick Fight: The Game,118000.0,https://twitchtracker.com/games/499379
812,512534,Tom Clancy's Ghost Recon: Breakpoint,118000.0,https://twitchtracker.com/games/512534
813,518873,"Warhammer 40,000: Darktide",118000.0,https://twitchtracker.com/games/518873
814,25185,Pikmin 3,118000.0,https://twitchtracker.com/games/25185
815,160555503,Golf Gang,118000.0,https://twitchtracker.com/games/160555503
816,499857,Guacamelee! 2,118000.0,https://twitchtracker.com/games/499857
817,20922,Habbo,118000.0,https://twitchtracker.com/games/20922
818,497697,Last Day on Earth: Survival,118000.0,https://twitchtracker.com/games/497697
819,458781,No Man's Sky,118000.0,https://twitchtracker.com/games/458781
820,780037970,Star Wars Outlaws,118000.0,https://twitchtracker.com/games/780037970
821,5366,Dog's Life,118000.0,https://twitchtracker.com/games/5366
822,2627,The Addams Family,117000.0,https://twitchtracker.com/games/2627
823,6186,Disney's Extreme Skate Adventure,117000.0,https://twitchtracker.com/games/6186
824,6987,Jazz Jackrabbit,117000.0,https://twitchtracker.com/games/6987
825,13574,Trojan,117000.0,https://twitchtracker.com/games/13574
826,378366,Valdis Story: Abyssal City,117000.0,https://twitchtracker.com/games/378366
827,518711,EA Sports UFC 4,117000.0,https://twitchtracker.com/games/518711
828,3123,Barbie,117000.0,https://twitchtracker.com/games/3123
829,27398,Spider-Man: Shattered Dimensions,117000.0,https://twitchtracker.com/games/27398
830,496902,Slay the Spire,117000.0,https://twitchtracker.com/games/496902
831,1702559244,Suika Game,117000.0,https://twitchtracker.com/games/1702559244
